name: frequency
time                     frequency
----                     ---------
2023-05-29T01:49:26.662Z 50.00166377030472
2023-05-29T01:49:36.662Z 50.00610754961667
2023-05-29T01:49:46.677Z 50.01000057421138
2023-05-29T01:49:56.67Z  50.0080723048069
2023-05-29T01:50:06.662Z 50.00505850726885
2023-05-29T01:50:16.663Z 50.00933449407535
2023-05-29T01:50:26.672Z 50.00510809888891
2023-05-29T01:50:36.663Z 50.07708733178716
2023-05-29T01:50:46.661Z 50.07287541316775
2023-05-29T01:50:56.662Z 50.07074040896904
2023-05-29T01:51:06.662Z 50.07357773676911
2023-05-29T01:51:16.663Z 50.07710108903107
2023-05-29T01:51:26.663Z 50.078987334948536
2023-05-29T01:51:36.661Z 50.079645346714784
2023-05-29T01:51:46.663Z 50.119137091383436
2023-05-29T01:51:56.662Z 50.118045256679565
2023-05-29T01:52:06.661Z 50.154892545538104
2023-05-29T01:52:16.662Z 50.15346610149424
2023-05-29T01:52:26.661Z 50.21665974556461
2023-05-29T01:52:36.662Z 50.21460772587809
2023-05-29T01:52:46.661Z 50.21734948851976
2023-05-29T01:52:56.663Z 50.215662101145654
2023-05-29T01:53:06.661Z 50.2435471940477
2023-05-29T01:53:16.662Z 50.24720054930516
2023-05-29T01:53:26.663Z 50.24669666491827
2023-05-29T01:53:36.668Z 50.246633590814824
2023-05-29T01:53:46.664Z 50.244525849212174
2023-05-29T01:53:56.665Z 50.24441923767324
2023-05-29T01:54:06.663Z 50.246113563726624
2023-05-29T01:54:16.664Z 50.251686526573245
2023-05-29T01:54:26.665Z 50.25110980669005
2023-05-29T01:54:36.665Z 50.24537695575155
2023-05-29T01:54:46.665Z 50.24368675908145
2023-05-29T01:54:56.665Z 50.24641423391422
2023-05-29T01:55:06.665Z 50.24453092367224
2023-05-29T01:55:16.667Z 50.2428440048412
2023-05-29T01:55:26.664Z 50.23943149114983
2023-05-29T01:55:36.664Z 50.23940129897297
2023-05-29T01:55:46.666Z 50.2392411532264
2023-05-29T01:55:56.666Z 50.23821674812822
2023-05-29T01:56:06.665Z 50.24036504073321
2023-05-29T01:56:16.665Z 50.24312789723949
2023-05-29T01:56:26.664Z 50.24000993122722
2023-05-29T01:56:36.665Z 50.24480160849706
2023-05-29T01:56:46.667Z 50.243856203639524
2023-05-29T01:56:56.665Z 50.23945217447691
2023-05-29T01:57:06.665Z 50.23197532928878
2023-05-29T01:57:16.665Z 50.23465773497192
2023-05-29T01:57:26.667Z 50.237439632664284
2023-05-29T01:57:36.666Z 50.23756862421297
2023-05-29T01:57:46.669Z 50.23825543478267
2023-05-29T01:57:56.667Z 50.23584407636372
2023-05-29T01:58:06.67Z  50.240504175509855
2023-05-29T01:58:16.666Z 50.231965736461255
2023-05-29T01:58:26.671Z 50.227919933454956
2023-05-29T01:58:36.668Z 50.232503993900195
2023-05-29T01:58:46.667Z 50.22708086437996
2023-05-29T01:58:56.674Z 50.30199441759367
2023-05-29T01:59:06.667Z 50.29629202422856
2023-05-29T01:59:16.666Z 50.29282866755629
2023-05-29T01:59:26.673Z 50.291684855314536
2023-05-29T01:59:36.667Z 50.29563563543135
2023-05-29T01:59:46.667Z 50.298219739311385
2023-05-29T01:59:56.667Z 50.29248551544111
2023-05-29T02:00:06.666Z 50.33607561608499
2023-05-29T02:00:16.667Z 50.33926677863455
2023-05-29T02:00:26.668Z 50.34080228491596
2023-05-29T02:00:36.669Z 50.34285111394826
2023-05-29T02:00:40.143Z 50.345113612450504
2023-05-29T02:00:46.67Z  50.34207120109164
2023-05-29T02:00:50.126Z 50.34604632169172
2023-05-29T02:00:56.673Z 50.349593189661405
2023-05-29T02:01:00.127Z 50.34923930575994
2023-05-29T02:01:10.124Z 50.35253771367104
2023-05-29T02:01:20.124Z 50.35787949177565
2023-05-29T02:01:30.124Z 50.36437194511301
2023-05-29T02:01:40.125Z 50.367570831142785
2023-05-29T02:01:50.124Z 50.37105376827455
2023-05-29T02:02:00.124Z 50.370610669468576
2023-05-29T02:02:10.124Z 50.375197449344746
2023-05-29T02:02:20.125Z 50.37601310116111
2023-05-29T02:02:30.13Z  50.39905175596883
2023-05-29T02:02:40.131Z 50.404506793200994
2023-05-29T02:02:50.125Z 50.40256738160564
2023-05-29T02:03:00.125Z 50.40259896527639
2023-05-29T02:03:10.126Z 50.39477055493815
2023-05-29T02:03:20.13Z  50.396465538757425
2023-05-29T02:03:30.125Z 50.397772909992284
2023-05-29T02:03:40.126Z 50.43180976724536
2023-05-29T02:03:50.132Z 50.43032990183136
2023-05-29T02:04:00.126Z 50.43698959209139
2023-05-29T02:04:10.126Z 50.429654976063354
2023-05-29T02:04:20.13Z  50.42299983107601
2023-05-29T02:04:30.131Z 50.423061845846064
2023-05-29T02:04:40.13Z  50.38523858777229
2023-05-29T02:04:50.125Z 50.3826111085292
2023-05-29T02:05:00.132Z 50.38215325235893
2023-05-29T02:05:10.136Z 50.38532882504756
2023-05-29T02:05:20.126Z 50.386325943415514
2023-05-29T02:05:30.13Z  50.39149263916453
2023-05-29T02:05:40.128Z 50.38622596446697
2023-05-29T02:05:50.126Z 50.388068500201385
